,_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,choose_one_category,choose_one_category:confidence,choose_one_category_gold,tweet_id,tweet_text
908,917600308,False,finalized,3,3/27/2016 11:59:27,disease_transmission,0.6449,,'460537701490368512',News: #Health NTRR Works to Eliminate Spread of Disease as 2nd U.S. Case of MERS Reported http://t.co/7K6ikxwlv0
936,917599535,False,finalized,3,3/27/2016 10:49:55,disease_transmission,1.0,,'460425840845918208',"Saudis Question Mecca Preparedness as MERS Spreads: As MERS virus spreads, Saudis question Mecca preparedness ... http://t.co/uy8epXnI0C"
944,917602300,True,golden,183,,disease_transmission,0.9565,disease_transmission,'460486283148529664',RT @ScripDonnaDC: CDC reports 1st US MERS human-to-human transmission http://t.co/JLN2qgp9Ym #MERS #MERSCoV #CDC #WHO #pharma #biotech #bioÃ¢â¬Â¦
956,917599453,False,finalized,3,3/27/2016 09:43:26,disease_transmission,0.6939,,'460411786454245377',RT @CBNNews: Illinois man who contracted the mysterious MERS virus believed to be 1st case of person-to-person transmission in US. http://tÃ¢â¬Â¦
965,917600705,False,finalized,3,3/27/2016 21:14:41,disease_transmission,1.0,,'460577012151635968',#MERS @CDCgov @WHO Camel-&gt;human (IF it exists) may be less urgent at this point than the possibility of SUSTAINED TRANSMISSION
973,917599770,False,finalized,3,3/27/2016 09:56:09,disease_transmission,1.0,,'460458856087568384',RT @WHO: No evidence of sustained human-to-human Middle East respiratory syndrome transmission in communities: IHR Emergency Committee on #Ã¢â¬Â¦
979,917599554,False,finalized,3,3/27/2016 23:46:29,disease_transmission,1.0,,'460427921778552832',"RT @seharsaleem: Transmission of the virus isnÃ¢â¬â¢t fully understood, but it is known to spread between humans. It is a SARS- like virus @EAamÃ¢â¬Â¦"
983,917601060,False,finalized,3,3/27/2016 22:33:26,disease_transmission,1.0,,'460612369391947777',@ProMED_mail #MERS Q's: What are the routes of transmission? How does/did it jump from bats to humans? http://t.co/LfSPC3qos4 1/3
987,917601096,False,finalized,3,3/27/2016 22:35:49,disease_transmission,0.6704,,'460626142257348608',#DiseaseSymptom: Middle East Respiratory Syndrome (MERS) Spreads From Saudi Arabia to Europe: No Cure or Vaccine... http://t.co/529Sd9FfYM
990,917600997,False,finalized,3,3/27/2016 20:04:33,disease_transmission,1.0,,'460595104302919680',RT @maiamajumder: Could ritual ablution practices help explain #MERS transmission in hospital settings? (Link: http://t.co/vSSwSWjbP0) httpÃ¢â¬Â¦
996,917600893,False,finalized,3,3/27/2016 20:00:44,disease_transmission,1.0,,'460584456110104577',RT @DhesiBahaRaja: New evidence strengthens case for Camel-to-Human #MERS #coronavirus transmission. http://t.co/MiUVv1HRIg
999,917599726,False,finalized,3,3/27/2016 10:07:44,disease_transmission,0.6735,,'460451527031668736',#Mers #virus #respiratory disease Mers virus spreads to US via Britain http://t.co/dcJt2Jbxtr
1008,917599758,False,finalized,4,3/27/2016 13:20:59,disease_transmission,1.0,,'460457717392764928',RT @Nayef_32: Evidence for Camel-to-Human Transmission of MERS Coronavirus Ã¢â¬â NEJM http://t.co/TKSNbI2nkb
1031,917599437,False,finalized,5,3/27/2016 09:15:46,disease_transmission,0.8015,,'460409457361428481',RT @PHE_uk: Risk of #MERS transmission is extremely low but as a precautionary measure we are contacting UK passengers to provide health inÃ¢â¬Â¦
1032,917600324,False,finalized,4,3/27/2016 16:36:13,disease_transmission,0.7809,,'460541233560297472',From #camels to humans: tracking the #Mers transmission http://t.co/o2cfq8OrhV
1034,917601250,False,finalized,3,3/27/2016 21:57:24,disease_transmission,1.0,,'460668241673990144',#Science Ã¢âÂª DNA Test Indicates Camel-to-Human Transmission of MERS: The virus in a 44-year-old Saudi man who di... http://t.co/AoiewTRxYF
1054,917600483,False,finalized,4,3/27/2016 16:34:45,disease_transmission,1.0,,'460562500618948608',"#MERS ""MERS is grave concern b/c of the virulence, we're not yet aware of confirmed sustained community transmission."" (will be too late)"
1063,917600662,False,finalized,3,3/27/2016 19:16:38,disease_transmission,0.6664,,'460576055896457216',Deadly respiratory disease MERS spreads to Iran http://t.co/m2z9Bzd5Fj
1064,917599910,False,finalized,4,3/27/2016 13:04:07,disease_transmission,0.7135,,'460475730850508800',RT @thsaey: Do not panic about #MERS in US. Virus transmits inefficiently. Most recent secondary cases are mild or have no symptoms.
1074,917599593,False,finalized,3,3/27/2016 10:29:38,disease_transmission,0.6719,,'460432216577691649',RT @marcelsalathe: Ever wondered how social networks and the spread of diseases like flu or #MERS go together? Check out http://t.co/rlzizNÃ¢â¬Â¦
1106,917599980,False,finalized,3,3/27/2016 12:33:09,disease_transmission,0.6749,,'460490415720787968',MERS Virus Symptoms Warnings Protested In Saudi Arabia By Kissing Camels http://t.co/AneTOqmW9i
1110,917600500,False,finalized,3,3/27/2016 23:15:44,disease_transmission,1.0,,'460562855675174912',"RT @MackayIM: ""When humanÃ¢â¬ÂtoÃ¢â¬Âhuman transmission occurred, transmission was not sustained""  Rcnt #MERS cases as of 24-Apr. http://t.co/lwhx3Ã¢â¬Â¦"
1118,917600730,False,finalized,3,3/27/2016 22:42:47,disease_transmission,1.0,,'460577611131805696',RT @HelenBranswell: The first official report of this camel-&gt;human #MERS transmission was published in @ProMED_mail last November. http://tÃ¢â¬Â¦
1119,917599849,False,finalized,3,3/27/2016 17:09:46,disease_transmission,1.0,,'460466951970889728',First person to person transmission of #MERS confirmed in the US! @USCGlobalHealth @hwipfli  http://t.co/ygVaSMnSYT
1123,917600232,False,finalized,3,3/27/2016 12:38:45,disease_transmission,0.6656,,'460525076321157120',RT @DrMisialek: Evidence for Camel-to-Human Transmission of #MERS Coronavirus http://t.co/LTVfXuQ2Ux @NEJM @kauweb
1130,917600315,False,finalized,4,3/27/2016 13:04:07,disease_transmission,0.7253,,'460539281170112512',#MERS #Outbreak Could Spread With Annual Pilgrimage: Officials http://t.co/yN1nGnOPHA via @NBCNewsBusiness #epidemic #infectiousdiseases
1149,917600902,False,finalized,3,3/28/2016 00:06:30,disease_transmission,0.6784,,'460584547541725184',With #MERS hitting Chicago look how disease can spread if  unchecked. What we don't know will come back and bite us! http://t.co/eoxuMtHZFa
1154,917601304,False,finalized,3,3/27/2016 21:12:30,disease_transmission,1.0,,'460673026410164224',@hniman Yes -- important detail in terms of hospital #MERS transmission risk. Thanks.
1184,917600499,False,finalized,5,3/27/2016 13:14:22,disease_transmission,0.6042,,'460562853783535617',US MERS case spreads disease to a contact; first onward spread in North America.
1186,917600744,False,finalized,3,3/27/2016 23:15:51,disease_transmission,1.0,,'460577768338489345',RT @J_Schiff: #MERS gets the BuzzFeed treatment: A Deadly Virus Is Spreading Around Saudi Arabia And It Might Be About To Go Global http://Ã¢â¬Â¦
1187,917599565,False,finalized,3,3/27/2016 17:55:34,disease_transmission,1.0,,'460428788581793792',"As MERS virus reaches U.S., public health system springs into action - ""Diseases don't respect borders"". http://t.co/Zc2Xogu6ff"
1192,917599680,False,finalized,3,3/27/2016 13:01:20,disease_transmission,0.6866,,'460447381172260864',Muslim Tradition of Drinking Camel Urine Will Spread MERS Disease Globally - Walid Shoebat http://t.co/vxKV2YHJFb
1209,917601299,False,finalized,3,3/27/2016 21:52:28,disease_transmission,0.6944,,'460672783652257792',MERS Patient Listed In 'Good' Condition: State health officials say there's no sign of MERS transmission in... http://t.co/NuYbxrCDq9
1216,917600855,False,finalized,3,3/27/2016 22:35:49,disease_transmission,0.6704,,'460582870654808064',Saudi Arabia finds another 32 MERS cases as disease spreads: RIYADH (Reuters) - Saudi Arabia said on Thursday ... http://t.co/U8tN2ukmTF
1224,917599821,False,finalized,3,3/27/2016 09:44:44,disease_transmission,0.3542,,'460464788431048705',CDC Races to Track People Exposed to MERS Teams at the Centers for Disease Control are working around the clock ... http://t.co/FCVyu7M4RA
1238,917599909,False,finalized,3,3/27/2016 12:41:48,disease_transmission,1.0,,'460475673581481984',RT @FoxNews: Deadly respiratory disease MERS spreads to Iran http://t.co/6aahmYYlCk via @LisaDaftari
1241,917600076,False,finalized,3,3/27/2016 17:15:56,disease_transmission,0.3578,,'460507695523848192',RT @FoxNews: Deadly respiratory disease MERS spreads to Iran http://t.co/6aahmYYlCk via @LisaDaftari
1258,917600498,False,finalized,4,3/27/2016 12:09:51,disease_transmission,1.0,,'460562847152349184',Deadly respiratory disease MERS spreads to Iran http://t.co/Mv468RqyYO
1262,917600196,False,finalized,4,3/27/2016 17:34:15,disease_transmission,0.7364,,'460521190965407744',RT @EndTimeTuber: #BATMAN returns! @tomlinden0 First Saudi #MERS #virus case contracted disease not from #camel but from a bat: Expert httpÃ¢â¬Â¦
1297,917599607,False,finalized,4,3/27/2016 16:44:08,disease_transmission,0.7337,,'460435272065249280',Likely camel-to-human MERS virus has human-to-human transmission risks | Sci-Tech | DW.DE |... http://t.co/L4XhxI6oCz
1301,917599803,False,finalized,3,3/27/2016 09:45:48,disease_transmission,0.6827,,'460464260514996227',Middle Eastern Respiratory Syndrome (MERS) is communicable infection from Saudi Arabia- Prevention: No Kissing before or after Camel Humping
1302,917600090,False,finalized,3,3/27/2016 17:11:17,disease_transmission,1.0,,'460508889474015232',@Crof Yet very unsatisfactory! It seems however that some nosomocial transmission happened. #MERS #Iran #cluster
1328,917599867,False,finalized,4,3/27/2016 12:52:06,disease_transmission,1.0,,'460468567797137408',Tech News: US MERS case spread disease to a contact; first onward spread in North America http://t.co/vQlxtik3Qe via @WesternBiz
1337,917599771,False,finalized,4,3/27/2016 16:37:29,disease_transmission,0.7328,,'460458956314271745',"RT @HelenBranswell: .@DavidQuammen re: #MERS in Bangladesh - it's either a very interesting case (transmission on plane, in airport) or notÃ¢â¬Â¦"
1340,917600048,False,finalized,3,3/27/2016 17:25:42,disease_transmission,1.0,,'460501408899670017',RT @EndTimeTuber: Evidence for Camel-to-Human Transmission of #MERS Coronavirus http://t.co/fmbvI3gI6n
1344,917600598,False,finalized,3,3/27/2016 22:14:48,disease_transmission,0.68,,'460567663383941122',RT @FoxNews: Deadly respiratory disease MERS spreads to Iran http://t.co/6aahmYYlCk via @LisaDaftari
1350,917601185,False,finalized,3,3/27/2016 19:50:26,disease_transmission,1.0,,'460651305707769856',"Update on MERS-CoV transmission from animals to humans, and interim  recommendations for at-risk groups (WHO) http://t.co/PaOXwYrqVk"
1361,917599838,False,finalized,3,3/27/2016 17:34:15,disease_transmission,0.649,,'460465449030123520',"#WHO: #MERS spread serious, but not #emergency #outbreak #epidemic #pandemic #infectiousdiseases  http://t.co/Vd7mRfLgpS"
1371,917599948,False,finalized,3,3/27/2016 17:12:40,disease_transmission,1.0,,'460485448369192960',Deadly respiratory disease MERS spreads to Iran:   #RussianSpring
1373,917600766,False,finalized,3,3/27/2016 22:55:17,disease_transmission,0.6491,,'460578165224923137',World Health: A camel reasons Corona virus transmission  #Saudi #news #qatif #KSA
1383,917600357,False,finalized,7,3/27/2016 12:25:39,disease_transmission,0.5670000000000001,,'460549505478586368',Deadly respiratory disease MERS spreads to Iran http://t.co/HUyyv778Ls
1389,917600721,False,finalized,3,3/27/2016 19:39:25,disease_transmission,1.0,,'460577409566126080',@nprGlobalHealth And here's one that models the capacity of #MERS transmission in a commercial flight setting - http://t.co/CnEmoGrKRa
1434,917599545,False,finalized,3,3/27/2016 10:52:05,disease_transmission,0.6759,,'460427531712073728',RT @OutFrontCNN: First U.S. transmission of killer virus -- MERS. @CNN's @drsanjaygupta joins @brikeilarcnn with the latest. #OutFront
1435,917599929,False,finalized,3,3/27/2016 16:51:23,disease_transmission,0.6596,,'460479826701615104',#Saudi Arabia: Parts of #Jeddah become a breeding ground for #disease http://t.co/cQsPQ8CxXI #KSA #MERS #coronavirus #mosquito #camel
1441,917600604,False,finalized,3,3/27/2016 20:53:11,disease_transmission,1.0,,'460568183041454080',RT @Fla_Medic: AFD Blog ` @maiamajumder : An Asymptomatic #MERS Transmission Scenario' http://t.co/3R4wP69xut
1444,917600011,False,finalized,4,3/27/2016 16:51:56,disease_transmission,0.7736,,'460494943593566208',US MERS disease spreads  (World) http://t.co/tLMkxLzhsr
1458,917600955,False,finalized,3,3/28/2016 00:11:56,disease_transmission,0.3684,,'460587302298087424',RT @FoxNews: Deadly respiratory disease MERS spreads to Iran http://t.co/6aahmYYlCk via @LisaDaftari
1467,917600069,False,finalized,5,3/27/2016 12:53:16,disease_transmission,0.5817,,'460505894632325120',RT @ScripDonnaDC: CDC reports 1st US MERS human-to-human transmission http://t.co/JLN2qgp9Ym #MERS #MERSCoV #CDC #WHO #pharma #biotech #bioÃ¢â¬Â¦
1468,917599605,False,finalized,3,3/27/2016 10:38:06,disease_transmission,0.6449,,'460435271708708864',"Based on what is know, which is still limited. RT @healthmap: #CDC: Confirmed #MERS by lab. No evidence of sustained transmission."
1490,917599409,False,finalized,3,3/27/2016 10:27:26,disease_transmission,0.3627,,'460406612625485824',"The animals are the Typhoid Mary of Middle East Respiratory Syndrome, infectious disease expert says http://t.co/OmOAkVZtB8"
1506,917599521,False,finalized,3,3/27/2016 10:13:48,disease_transmission,0.6585,,'460423004271304704',.@CDCgov expert sees no signs of #MERS spreading in USA. Says agency learned from mistakes made during #SARS. http://t.co/HjOrjLU9oV
1511,917600731,False,finalized,3,3/27/2016 21:23:27,disease_transmission,1.0,,'460577611408613377',@MackayIM @JoeyRomanus @ironorehopper @maiamajumder @Crof #Bangladesh was the obvious choice for #MERS chain transmission risk #surveillance
1529,917599364,False,finalized,3,3/27/2016 10:29:07,disease_transmission,1.0,,'460400656780513280',No clear transmission link btwn camels and humans for MERS. 94% Egyptian camels seropositive but no human cases yet. Hmm #asm2014
1556,917599631,False,finalized,3,3/27/2016 09:43:26,disease_transmission,0.6531,,'460437739700510720',"RT @CuringStupid: NewsGrab: Mers virus spreads across Middle East: Mers, a new camel-borne respiratory disease, threatens pilgri... http://Ã¢â¬Â¦"
1557,917600120,False,finalized,4,3/27/2016 12:32:33,disease_transmission,1.0,,'460512884359823360',Evidence for camel to human transmission of #MERS in @NEJM in patient who died after contact with camel w/ rhinorrhea http://t.co/pWHcRoREJj
1575,917600355,False,finalized,5,3/27/2016 12:53:16,disease_transmission,1.0,,'460549354667794433',RT @ScottGottliebMD: Camel snot blamed for transmission of deadly MERS virus http://t.co/qbnVSXkjqS @BloombergNews
1579,917601707,True,golden,182,,disease_transmission,0.7349,disease_transmission,'460582892729409536',"#world Mers virus spreads across Middle East: Mers, a new camel-borne respiratory disease, threatens pilgrimag... http://t.co/O6wi3Uqvui"
1581,917599639,False,finalized,3,3/27/2016 10:13:48,disease_transmission,0.6585,,'460438880945061889',"RT @FreePetAdvice: MERS uptick confounds, worries infectious disease experts http://t.co/cWO3K5lsJV"
1584,917599912,False,finalized,4,3/27/2016 13:13:49,disease_transmission,0.5029,,'460476050904854528',"Saudis Question Mecca Preparedness as MERS Spreads: As MERS virus spreads, Saudis question Mecca preparedness ... http://t.co/Z5JBeOsIi9"
1586,917599332,False,finalized,3,3/27/2016 09:04:43,disease_transmission,0.6724,,'460397076900487168',Deadly respiratory disease MERS hits US for the first time http://t.co/xfy5M9MNuZ
1591,917600585,False,finalized,3,3/27/2016 22:49:59,disease_transmission,0.66,,'460566335823417345',Deadly respiratory disease MERS spreads to Iran http://t.co/YjxFuA3Kh3
1593,917601231,False,finalized,3,3/27/2016 21:26:36,disease_transmission,0.6875,,'460664259316572160',RT @FoxNews: Deadly respiratory disease MERS spreads to Iran http://t.co/6aahmYYlCk via @LisaDaftari
1604,917599460,False,finalized,3,3/27/2016 10:13:48,disease_transmission,0.6585,,'460412419341574145',RT @WSJ: Health officials reported the first apparent case of person-to-person transmission of the MERS virus in the U.S.: http://t.co/iSamÃ¢â¬Â¦
1607,917599683,False,finalized,3,3/27/2016 10:16:55,disease_transmission,1.0,,'460447460415262721',MERS virus is not human-to-human transmission yet
1625,917600695,False,finalized,3,3/28/2016 00:36:15,disease_transmission,0.6596,,'460576813274505216',Deadly respiratory disease MERS spreads to Iran http://t.co/ogk0MqnKFx
1640,917601014,False,finalized,3,3/27/2016 20:24:54,disease_transmission,0.6319,,'460598559012704256',RT @JATetro: Now @jennifergardy shows best way to prevent #TB transmission (maybe #MERS too tho camels don't get it). #APIC2014 http://t.coÃ¢â¬Â¦
1649,917600901,False,finalized,3,3/27/2016 20:38:59,disease_transmission,0.6685,,'460584538163269632',PT @WHO warns countries to bolster fight against #MERS virus although says there is no evidence of sustained human-to-human transmission (!)
1655,917599892,False,finalized,5,3/27/2016 12:54:18,disease_transmission,0.62,,'460473096135114753',Indiana Mers patient did not spread the virus: New lab testing from the centers for disease control finds an... http://t.co/HI7i1sRgxf
1656,917599880,False,finalized,4,3/27/2016 12:29:56,disease_transmission,0.7365,,'460470614076039168',@martinenserink The fairy tale on no sustained #MERS transmission is history http://t.co/Tx7evNkRVI
1657,917600434,False,finalized,4,3/27/2016 12:52:06,disease_transmission,0.5083,,'460561581466976256',RT @DarrenHudach: *  Saudi Arabia finds another 32 MERS cases as disease spreads http://t.co/ggUAJUtIKS  | @APHL http://t.co/zIlejsVIgO
1661,917600806,False,finalized,3,3/27/2016 22:38:22,disease_transmission,0.6466,,'460579389155979264',RT @DiseaseSymptom: Middle East Respiratory Syndrome (MERS) Spreads From Saudi Arabia to Europe: No Cure or Vaccine So Far. - http://t.co/cÃ¢â¬Â¦
1672,917600367,False,finalized,3,3/27/2016 12:54:55,disease_transmission,0.6829,,'460551077893787648',Deadly respiratory disease MERS spreads to Iran
1680,917599800,False,finalized,3,3/27/2016 11:00:37,disease_transmission,1.0,,'460464095427567616',#MERS is not highly contagious; #disease represents very low risk to the general public #CDC http://t.co/xkjpdZXYFT
1688,917601297,False,finalized,3,3/27/2016 22:17:10,disease_transmission,0.6667,,'460672506840748032',RT @BettinaVLA: It's Already In America---&gt;Muslim Tradition Of Drinking Camel Urine Will Spread MERS Disease Globally - Walid Shoebat http:Ã¢â¬Â¦
1702,917600092,False,finalized,5,3/27/2016 13:03:55,disease_transmission,0.583,,'460508998085935104',Muslim Tradition of Drinking Camel Urine Will Spread MERS Disease Globally - Walid Shoebat http://t.co/n8ARAib7zY
1723,917600160,False,finalized,3,3/27/2016 12:19:20,disease_transmission,1.0,,'460515969454964736',RT @mohong: Evidence of nosocomial transmission of MERS-CoV. Remember good infection control practices in patients with a severe resp illneÃ¢â¬Â¦
1724,917600446,False,finalized,3,3/27/2016 12:56:15,disease_transmission,1.0,,'460561865836208130',RT @DiseaseSymptom: Middle East Respiratory Syndrome (MERS) Spreads From Saudi Arabia to Europe: No Cure or Vaccine So Far. - http://t.co/cÃ¢â¬Â¦
20,917599591,False,finalized,3,3/27/2016 11:00:37,prevention,0.6697,,'460431953775185920',"RT @Crof: UAE: #MERS, measures to control infectious diseases top FNC agenda http://t.co/o8ttrQ1stw"
26,917600754,False,finalized,3,3/27/2016 20:06:15,prevention,1.0,,'460577875620409344',"RT @MackayIM: Recent #MERS case upsurge explained by ""breaches in WHOÃ¢â¬â¢s recommended infection prevention and control measures""  http://t.coÃ¢â¬Â¦"
31,917600183,False,finalized,5,3/27/2016 12:55:44,prevention,0.5756,,'460519968002416641',Exactement...@DocFM1:@infectionCtrl #MERS Good timing to propose your services! it seems to be related with loss of control in preventionÃ¢â¬Â
40,917600267,False,finalized,4,3/27/2016 12:54:18,prevention,0.7365,,'460531548614172673',RT @OndineBio: Thanks for the guidelines! @DrFriedenCDC Guidelines for preventing #MERS transmission in hospitals updated right here http:/Ã¢â¬Â¦
46,917599858,False,finalized,3,3/27/2016 12:23:12,prevention,0.6637,,'460467691506397184',"RT @WHO: Keiji Fukuda: Concerns of Emergency Committee on #MERS: weaknesses in infection prevention &amp; control, gaps in critical info"
68,917600846,False,finalized,3,3/27/2016 19:37:08,prevention,1.0,,'460582568002199552',HEALTH: Prevention is the best medicine for MERS virus - Jakarta Post http://t.co/dE4omwhZaB
83,917599447,False,finalized,4,3/27/2016 10:17:11,prevention,1.0,,'460410661374558208',RT @makoto_au_japon: Opinion: #Prevention is the best medicine for #MERS #virus http://t.co/gNel3Y6S0u #Indonesia #coronavirus #haj #umrah Ã¢â¬Â¦
153,917600928,False,finalized,3,3/27/2016 20:27:29,prevention,1.0,,'460585474004762624',"RT @ssfcm_makkah: Updated MERS-CoV case definition, infection prevention and control guidelines by Saudi MOH, May 13th, 2014: http://t.co/LÃ¢â¬Â¦"
183,917599783,False,finalized,3,3/27/2016 09:43:26,prevention,0.6531,,'460461832927318016',"MERS health advisory signs at DIA: At the request of the U.S. Centers for Disease Control and Prevention, the... http://t.co/xjPRrhQ8ND"
186,917599331,False,finalized,3,3/27/2016 09:42:55,prevention,1.0,,'460396601010585600',"RT @WHO: There is a clear need to improve healthcare workers' knowledge, attitude abt #MERS in #Jeddah, apply infection prevention &amp; controÃ¢â¬Â¦"
190,917599544,False,finalized,4,3/27/2016 10:07:49,prevention,1.0,,'460427444785135616',RT @HICPrevention: #APIC2014 Saudi doc tells HICprevention that the recent widespread availability of rapid #MERS test results is stopping Ã¢â¬Â¦
213,917599467,False,finalized,4,3/27/2016 13:19:40,prevention,0.7373,,'460413501300035584',Worried about the #MERS #virus? Here are 10 ways to boost your body's immune system to fight disease. #health http://t.co/6ZS6Fup3L5
275,917600055,False,finalized,5,3/27/2016 12:50:40,prevention,1.0,,'460502403624620032',"""preventionÃ¢â¬Â a bit of stretch for OneHealth; #MERS vector known a while. But itÃ¢â¬â¢s a good step. http://t.co/9QkFI9LHod via @BulletinAtomic"
306,917601271,False,finalized,3,3/27/2016 19:16:38,prevention,1.0,,'460671090214576129',A TIME'S MEMORY: Interim Infection Prevention and Control Recommend... http://t.co/gkG4nmoMw4 #MERS #merscov #CDC
326,917599661,False,finalized,3,3/27/2016 10:28:15,prevention,0.6659999999999999,,'460443300982710273',"RT @WHO: Keiji Fukuda: Concerns of Emergency Committee on #MERS: weaknesses in infection prevention &amp; control, gaps in critical info"
361,917599774,False,finalized,3,3/27/2016 10:13:48,prevention,1.0,,'460460095722516481',RT @CDCgov: @nurseswhovax CDC developed guidelines for clinicians &amp; health depts on preventing disease spread. http://t.co/26x9tgVI9s #MERSÃ¢â¬Â¦
368,917600931,False,finalized,3,3/27/2016 21:24:09,prevention,1.0,,'460585596788805632',MERS Virus: Preventing The Mers Virus: What You Must Know About The Transmission And Prevention Of The MERS Virus (He http://t.co/FnI3VlA3YV
392,917600545,False,finalized,3,3/27/2016 21:08:57,prevention,0.6914,,'460563809502240768',RT @nyrequirements: Middle Eastern virus spreading due to lack of infection prevention http://t.co/cAtAjsENmc
424,917599812,False,finalized,3,3/27/2016 09:41:03,prevention,0.3558,,'460464498395348992',NTRR Works to Eliminate Spread of Disease as 2nd U.S. Case of MERS Reported http://t.co/W1wnkwEifc
439,917601031,False,finalized,3,3/27/2016 21:15:40,prevention,1.0,,'460601811750379520',Prevention of Corona Virus.. http://t.co/p69EfZ2Tmz
485,917600400,False,finalized,3,3/27/2016 13:12:29,prevention,0.6601,,'460560023861886976',Did you hear about the Middle Eastern virus spreading due to lack of infection prevention? http://t.co/1mPPIme0XS #NurseLife #Healthcare
527,917599887,False,finalized,3,3/27/2016 16:57:58,prevention,0.69,,'460471803182608384',#mers #corona prevention campaign in #KSA http://t.co/hjW5EZc0S1
545,917600039,False,finalized,3,3/27/2016 13:07:29,prevention,0.3435,,'460499729282240512',@DrFriedenCDC Question not asked on phone conference: Will you be performing RT-PCR testing on Family of #MERS patient? Flight members?
548,917599384,False,finalized,3,3/27/2016 09:48:55,prevention,0.3352,,'460403950689456128',"Saudis Question Mecca Preparedness as MERS Spreads: As MERS virus spreads, Saudis question Mecca preparedness ... http://t.co/HhRM6QpqHv"
612,917599371,False,finalized,3,3/27/2016 09:44:44,prevention,1.0,,'460401255584919555',"@WHO Dr Fukuda: Infection prevention&amp;control e.g. wash your hands after handling patients in hosp,wear gloves,masks at the right time #MERS"
618,917600115,False,finalized,3,3/27/2016 13:16:10,prevention,1.0,,'460512703334076416',Middle Eastern virus spreading due to lack of infection prevention: iStockphoto | ThinkStock + Scrubs The outb... http://t.co/Pt012yPg7R
721,917600392,False,finalized,3,3/27/2016 13:04:50,prevention,0.6567,,'460558135170572288',"RT @gdipc: Updated MERS-CoV case definition, infection prevention and control guidelines by Saudi MOH, May 13th, 2014: http://t.co/5GTOtWBnÃ¢â¬Â¦"
728,917600206,False,finalized,4,3/27/2016 13:04:48,prevention,0.7407,,'460522028781408259',The MERS Outbreak: Is The Government Doing Enough?: The Centers for Disease Control and World Health Organization... http://t.co/JEEwo4D2B9
751,917599863,False,finalized,4,3/27/2016 13:14:46,prevention,0.4797,,'460468080200929280',@DeeC748 KNOWING MERS IS DEADLY. PEOPLE TRAVELING FROM THE AFFECTED COUNTRIES SHOULD BE QUARANTINED TILL THEY PROVE FREE OF DISEASE.
774,917600230,False,finalized,4,3/27/2016 12:28:20,prevention,0.7253,,'460524624451612672',"RT @WHO: Keiji Fukuda: Concerns of Emergency Committee on #MERS: weaknesses in infection prevention &amp; control, gaps in critical info"
775,917601259,False,finalized,3,3/27/2016 21:33:58,prevention,0.6482,,'460669419338096640',Deadly MERS-CoV Virus Threatens Globally In Latest Pandemic Scare Ã¢â¬â Natural Treatments To Protect Yourself http://t.co/kwQ9hibKrL
783,917599549,False,finalized,3,3/27/2016 10:52:05,prevention,1.0,,'460427664981893120',"RT @WHO: Keiji Fukuda: Concerns of Emergency Committee on #MERS: weaknesses in infection prevention &amp; control, gaps in critical info"
785,917599931,False,finalized,4,3/27/2016 12:09:28,prevention,0.7512,,'460480239131688960',RT @ChrisCuomo: #MERS is no joke.  @drsanjaygupta is here to tell u how to avoid and what to if u can't. Disease spreading in us. Worth knoÃ¢â¬Â¦
822,917600861,False,finalized,3,3/27/2016 19:38:50,prevention,1.0,,'460582893794762752',@CDCgov #MERS @WHO #coronavirus  How can people effectively minimize the risk of contracting this fairly new disease CDC??
829,917600611,False,finalized,3,3/27/2016 19:35:14,prevention,0.6591,,'460569632051838976',"RT @WHO: Keiji Fukuda: Concerns of Emergency Committee on #MERS: weaknesses in infection prevention &amp; control, gaps in critical info"
841,917601078,False,finalized,3,3/27/2016 19:16:38,prevention,0.6664,,'460620212036194304',"RT @nbcbayarea: JUST IN: TSA and CDC to post signs at major U.S. airports, alerting travelers about MERS virus. (via @NBCNightlyNews) http:Ã¢â¬Â¦"
842,917601325,False,finalized,3,3/27/2016 20:24:54,prevention,1.0,,'460674861980221440',RT @ECDC_MSprenger: MERS-CoV: most important to apply basic infection prevention &amp; control measures in health facilities. Train &amp; check heaÃ¢â¬Â¦
876,917600985,False,finalized,3,3/27/2016 20:38:59,prevention,0.6906,,'460592739906641921',"RT @itsOntha: It's a virus""@midwikeddie: ""What's that? @Hephzie_MEM: Now that this mers disease is in the US, you have to be extra careful"""""
928,917600687,False,finalized,3,3/27/2016 19:34:42,prevention,0.6627,,'460576727140282368',The #1 reason immigration laws required physicals &amp; quarantine http://t.co/X2NrQKj3sa stop the spread of diseases dummy brings MERS to US
935,917599586,False,finalized,3,3/27/2016 10:07:44,prevention,0.3492,,'460431362475184128',"RT @YahooNews: Saudi Arabia issues MERS advisories for people who handle camels, which experts say are a likely link to the disease: http:/Ã¢â¬Â¦"
1010,917600725,False,finalized,3,3/27/2016 23:20:10,prevention,1.0,,'460577485092974592',MERS Virus: Preventing The Mers Virus: What You Must Know About The Transmission And Prevention Of The MERS Virus (He http://t.co/FnI3VlA3YV
1017,917599842,False,finalized,3,3/27/2016 16:33:56,prevention,1.0,,'460465575714885632',Kerry B. Collison Asia News: Prevention is the best medicine for MERS virus http://t.co/ApL5AXDOsT
1030,917601036,False,finalized,3,3/27/2016 19:12:02,prevention,1.0,,'460603936957677568',#MERS Prevention Tip 2/5 | Ã¢â¬Â¢ Cover your nose and mouth with a tissue when you cough or sneeze and dispose of it in a bin
